partition_id,training_rows,classes_present,local_model_fitted,reason
0,1352,2,True,
1,1090,2,True,
2,10928,2,True,
3,1157,2,True,
4,912,1,False,single_class
5,1721,2,True,
6,5200,2,True,
7,1888,2,True,
8,3176,2,True,
9,2658,2,True,
10,2144,2,True,
11,576,2,True,
12,657,2,True,
